,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
617,Southampton,Brighton,2023-05-21,14:00:00,Matchweek 37,Sun,Home,W,3,1,1,1,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.5,0.55,0.10000000000000003,-0.04999999999999999,-0.20000000000000007,0.44999999999999996,0.09999999999999998,-0.4,0.050000000000000044,-0.15000000000000002,-0.050000000000000044,-0.49999999999999994,-0.7,-0.45,0.10000000000000003,-0.65,0.09999999999999998
618,Southampton,Chelsea,2022-08-30,19:45:00,Matchweek 5,Tue,Away,L,1,2,0,0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.35000000000000003,0.75,0.45,0.7,0.09999999999999998,0.5,-0.45,-0.55,0.15000000000000002,0.4,0.29999999999999993,-0.6,-0.5,-0.55,0.39999999999999997,-0.20000000000000007,0.35
619,Southampton,Chelsea,2023-02-18,15:00:00,Matchweek 24,Sat,Home,L,0,1,0,1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.35000000000000003,0.75,0.45,0.7,0.09999999999999998,0.5,-0.45,-0.55,0.15000000000000002,0.4,0.29999999999999993,-0.6,-0.5,-0.55,0.39999999999999997,-0.20000000000000007,0.35
620,Southampton,Crystal Palace,2022-10-29,15:00:00,Matchweek 14,Sat,Home,W,1,0,1,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.04999999999999999,0.6000000000000001,0.14999999999999997,0.44999999999999996,-0.65,0.19999999999999996,0.04999999999999993,-0.050000000000000044,-0.050000000000000044,0.15000000000000002,-0.15000000000000002,-0.8999999999999999,-0.30000000000000004,-0.09999999999999998,0.6499999999999999,-0.10000000000000009,0.15000000000000002
621,Southampton,Crystal Palace,2023-04-15,15:00:00,Matchweek 31,Sat,Away,W,2,0,1,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.04999999999999999,0.6000000000000001,0.14999999999999997,0.44999999999999996,-0.65,0.19999999999999996,0.04999999999999993,-0.050000000000000044,-0.050000000000000044,0.15000000000000002,-0.15000000000000002,-0.8999999999999999,-0.30000000000000004,-0.09999999999999998,0.6499999999999999,-0.10000000000000009,0.15000000000000002
622,Southampton,Everton,2022-10-01,15:00:00,Matchweek 9,Sat,Away,W,2,1,1,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,-0.04999999999999999,0.25,-0.15000000000000002,0.30000000000000004,-0.25,-0.25,0.15000000000000002,0.19999999999999996,-0.6,-0.25,-0.45,0.050000000000000044,-0.4,0.29999999999999993,0.25000000000000006,0.1499999999999999,-0.35
623,Southampton,Everton,2023-01-14,15:00:00,Matchweek 20,Sat,Home,L,1,2,0,1,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,-0.04999999999999999,0.25,-0.15000000000000002,0.30000000000000004,-0.25,-0.25,0.15000000000000002,0.19999999999999996,-0.6,-0.25,-0.45,0.050000000000000044,-0.4,0.29999999999999993,0.25000000000000006,0.1499999999999999,-0.35
624,Southampton,Fulham,2022-12-31,15:00:00,Matchweek 18,Sat,Home,W,2,1,1,1,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.6499999999999999,0.04999999999999999,-0.10000000000000003,0.6,-0.20000000000000007,0.15000000000000002,-0.35000000000000003,-0.050000000000000044,-0.19999999999999996,-0.15000000000000002,-0.45,-0.35,-0.09999999999999998,-0.050000000000000044,0.6499999999999999,0.04999999999999993,0.0
625,Southampton,Fulham,2023-05-13,15:00:00,Matchweek 36,Sat,Away,W,2,0,1,0,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.6499999999999999,0.04999999999999999,-0.10000000000000003,0.6,-0.20000000000000007,0.15000000000000002,-0.35000000000000003,-0.050000000000000044,-0.19999999999999996,-0.15000000000000002,-0.45,-0.35,-0.09999999999999998,-0.050000000000000044,0.6499999999999999,0.04999999999999993,0.0
626,Southampton,Leeds United,2022-08-13,15:00:00,Matchweek 2,Sat,Away,D,2,2,0,0,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,-0.19999999999999998,-0.1,-0.04999999999999999,0.09999999999999998,-0.6000000000000001,0.09999999999999998,-0.2,-0.09999999999999998,0.09999999999999998,0.25,-0.25,-0.04999999999999993,-0.55,-0.25,0.55,0.19999999999999996,-0.19999999999999996
627,Southampton,Leeds United,2023-02-25,15:00:00,Matchweek 25,Sat,Home,W,1,0,1,1,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,-0.19999999999999998,-0.1,-0.04999999999999999,0.09999999999999998,-0.6000000000000001,0.09999999999999998,-0.2,-0.09999999999999998,0.09999999999999998,0.25,-0.25,-0.04999999999999993,-0.55,-0.25,0.55,0.19999999999999996,-0.19999999999999996
628,Southampton,Leicester City,2022-08-20,15:00:00,Matchweek 3,Sat,Home,L,1,2,0,1,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.39999999999999997,0.04999999999999999,0.2,0.75,-0.45000000000000007,0.29999999999999993,-0.050000000000000044,-0.2,-0.09999999999999998,0.5,0.15000000000000002,-0.85,-0.45,-0.6,-0.09999999999999998,0.09999999999999998,0.050000000000000044
629,Southampton,Leicester City,2023-03-04,17:30:00,Matchweek 26,Sat,Away,L,0,1,0,0,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.39999999999999997,0.04999999999999999,0.2,0.75,-0.45000000000000007,0.29999999999999993,-0.050000000000000044,-0.2,-0.09999999999999998,0.5,0.15000000000000002,-0.85,-0.45,-0.6,-0.09999999999999998,0.09999999999999998,0.050000000000000044
630,Southampton,Liverpool,2022-11-12,15:00:00,Matchweek 16,Sat,Home,W,3,1,1,1,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.6499999999999999,0.7,0.5249999999999999,0.5,0.1499999999999999,0.5499999999999999,-0.30000000000000004,-0.5,0.25,0.5499999999999999,0.09999999999999998,-0.09999999999999998,-0.8,-0.30000000000000004,-0.15,-0.4,0.4
631,Southampton,Liverpool,2023-05-28,16:30:00,Matchweek 38,Sun,Away,D,4,4,0,0,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.6499999999999999,0.7,0.5249999999999999,0.5,0.1499999999999999,0.5499999999999999,-0.30000000000000004,-0.5,0.25,0.5499999999999999,0.09999999999999998,-0.09999999999999998,-0.8,-0.30000000000000004,-0.15,-0.4,0.4
632,Southampton,Manchester City,2022-10-08,15:00:00,Matchweek 10,Sat,Home,W,4,0,1,1,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.6000000000000001,0.8,0.5249999999999999,0.65,0.19999999999999996,0.6,-0.6,-0.6,0.19999999999999996,0.04999999999999999,0.35,-0.44999999999999996,-0.35,-0.35000000000000003,0.3,-0.75,0.30000000000000004
633,Southampton,Manchester City,2023-04-08,17:30:00,Matchweek 30,Sat,Away,W,4,1,1,0,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.6000000000000001,0.8,0.5249999999999999,0.65,0.19999999999999996,0.6,-0.6,-0.6,0.19999999999999996,0.04999999999999999,0.35,-0.44999999999999996,-0.35,-0.35000000000000003,0.3,-0.75,0.30000000000000004
634,Southampton,Manchester Utd,2022-08-27,12:30:00,Matchweek 4,Sat,Away,W,1,0,1,0,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.45,0.35000000000000003,0.3,0.22499999999999998,-0.050000000000000044,0.35,-0.5,-0.30000000000000004,-0.4,0.29999999999999993,0.19999999999999996,-0.5499999999999999,-0.25,-0.15000000000000002,0.04999999999999999,-0.7000000000000001,0.25
635,Southampton,Manchester Utd,2023-03-12,14:00:00,Matchweek 27,Sun,Home,D,0,0,0,1,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.45,0.35000000000000003,0.3,0.22499999999999998,-0.050000000000000044,0.35,-0.5,-0.30000000000000004,-0.4,0.29999999999999993,0.19999999999999996,-0.5499999999999999,-0.25,-0.15000000000000002,0.04999999999999999,-0.7000000000000001,0.25
636,Southampton,Newcastle Utd,2022-11-06,14:00:00,Matchweek 15,Sun,Away,W,4,1,1,0,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,-0.09999999999999998,0.125,-0.30000000000000004,0.4,-0.4,-0.35000000000000003,0.25,0.35,-0.55,0.09999999999999998,-0.5,-0.6499999999999999,0.09999999999999998,0.19999999999999996,0.5,-0.15000000000000002,-0.39999999999999997
637,Southampton,Newcastle Utd,2023-04-30,14:00:00,Matchweek 34,Sun,Home,W,3,1,1,1,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,-0.09999999999999998,0.125,-0.30000000000000004,0.4,-0.4,-0.35000000000000003,0.25,0.35,-0.55,0.09999999999999998,-0.5,-0.6499999999999999,0.09999999999999998,0.19999999999999996,0.5,-0.15000000000000002,-0.39999999999999997
639,Southampton,Nott'ham Forest,2023-05-08,20:00:00,Matchweek 35,Mon,Home,W,4,3,1,1,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.0,-0.05000000000000002,-0.225,0.15000000000000002,-0.75,-0.35000000000000003,0.19999999999999996,0.35,-0.6,-0.2,-0.6,-0.7,0.0,-0.09999999999999998,0.45,-0.6000000000000001,-0.39999999999999997
640,Southampton,Tottenham,2022-08-06,15:00:00,Matchweek 1,Sat,Home,W,4,1,1,1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.3,0.6499999999999999,0.39999999999999997,0.35,-0.30000000000000004,0.4,-0.55,-0.45,-0.35,0.6,0.25,-0.7,-0.09999999999999998,-0.2,0.2,-0.5,-0.14999999999999997
641,Southampton,Tottenham,2023-03-18,15:00:00,Matchweek 28,Sat,Away,D,3,3,0,0,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.3,0.6499999999999999,0.39999999999999997,0.35,-0.30000000000000004,0.4,-0.55,-0.45,-0.35,0.6,0.25,-0.7,-0.09999999999999998,-0.2,0.2,-0.5,-0.14999999999999997
642,Southampton,West Ham,2022-10-16,14:00:00,Matchweek 11,Sun,Away,D,1,1,0,0,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.25000000000000006,0.3,0.24999999999999994,0.6,-0.15000000000000002,0.04999999999999999,-0.15000000000000002,-0.15000000000000002,-0.5,-0.2,-0.2,-0.3999999999999999,-0.6000000000000001,0.15000000000000002,-0.04999999999999999,-0.55,0.20000000000000007
643,Southampton,West Ham,2023-04-02,14:00:00,Matchweek 29,Sun,Home,W,1,0,1,1,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.25000000000000006,0.3,0.24999999999999994,0.6,-0.15000000000000002,0.04999999999999999,-0.15000000000000002,-0.15000000000000002,-0.5,-0.2,-0.2,-0.3999999999999999,-0.6000000000000001,0.15000000000000002,-0.04999999999999999,-0.55,0.20000000000000007
644,Southampton,Wolves,2022-09-03,15:00:00,Matchweek 6,Sat,Home,W,1,0,1,1,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.7,0.2,-0.35,0.04999999999999999,-0.5,0.15000000000000002,-0.35000000000000003,-0.25,-0.45,-0.050000000000000044,-0.30000000000000004,-0.7999999999999999,0.04999999999999993,0.09999999999999998,-0.25,-0.050000000000000044,-0.09999999999999998
645,Southampton,Wolves,2023-02-11,15:00:00,Matchweek 23,Sat,Away,W,2,1,1,0,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.7,0.2,-0.35,0.04999999999999999,-0.5,0.15000000000000002,-0.35000000000000003,-0.25,-0.45,-0.050000000000000044,-0.30000000000000004,-0.7999999999999999,0.04999999999999993,0.09999999999999998,-0.25,-0.050000000000000044,-0.09999999999999998
646,Tottenham,Arsenal,2022-10-01,12:30:00,Matchweek 9,Sat,Home,W,3,1,1,1,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.25,-0.15000000000000002,-0.04999999999999993,-0.19999999999999996,0.35,-0.15000000000000002,0.15,0.09999999999999998,0.19999999999999996,-0.15000000000000002,-0.20000000000000007,0.44999999999999996,-0.55,-0.30000000000000004,0.5,-0.09999999999999998,-0.35
647,Tottenham,Arsenal,2023-01-15,16:30:00,Matchweek 20,Sun,Away,W,2,0,1,0,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.25,-0.15000000000000002,-0.04999999999999993,-0.19999999999999996,0.35,-0.15000000000000002,0.15,0.09999999999999998,0.19999999999999996,-0.15000000000000002,-0.20000000000000007,0.44999999999999996,-0.55,-0.30000000000000004,0.5,-0.09999999999999998,-0.35
649,Tottenham,Aston Villa,2023-05-13,15:00:00,Matchweek 36,Sat,Home,W,2,1,1,1,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.19999999999999996,-0.25,-0.5,0.20000000000000007,-0.04999999999999999,-0.45000000000000007,0.45000000000000007,0.55,0.15000000000000002,-0.4,-0.35,0.4,-0.10000000000000009,0.14999999999999997,0.15000000000000002,0.04999999999999999,-0.30000000000000004
650,Tottenham,Bournemouth,2022-10-29,15:00:00,Matchweek 14,Sat,Home,L,2,3,0,1,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.25,-0.6499999999999999,-0.7,-0.025000000000000022,-0.4,-0.65,0.4,0.7,-0.35000000000000003,-0.5,-0.6000000000000001,-0.2,0.04999999999999993,0.45,-0.45,0.39999999999999997,-0.30000000000000004
652,Tottenham,Brentford,2022-12-26,12:30:00,Matchweek 17,Mon,Home,D,2,2,0,1,0.45,0.65,0.5,0.475,0.1,0.3,0.95,0.7,0.5,0.75,0.25,0.6,0.05,0.25,0.9,0.5,0.55,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.14999999999999997,-0.19999999999999996,-0.35,-0.125,-0.4,-0.5,0.85,0.49999999999999994,0.09999999999999998,-0.25,-0.65,0.35,-0.75,-0.2,0.4,0.2,0.10000000000000003
654,Tottenham,Brighton,2022-10-08,17:30:00,Matchweek 10,Sat,Home,L,0,1,0,1,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.20000000000000007,-0.09999999999999998,-0.29999999999999993,-0.39999999999999997,0.09999999999999998,0.04999999999999993,0.65,0.04999999999999999,0.4,-0.75,-0.30000000000000004,0.2,-0.6000000000000001,-0.25,-0.09999999999999998,-0.15,0.24999999999999994
655,Tottenham,Brighton,2023-04-08,15:00:00,Matchweek 30,Sat,Away,L,1,2,0,0,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.20000000000000007,-0.09999999999999998,-0.29999999999999993,-0.39999999999999997,0.09999999999999998,0.04999999999999993,0.65,0.04999999999999999,0.4,-0.75,-0.30000000000000004,0.2,-0.6000000000000001,-0.25,-0.09999999999999998,-0.15,0.24999999999999994
656,Tottenham,Chelsea,2022-08-14,16:30:00,Matchweek 2,Sun,Home,D,2,2,0,1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.050000000000000044,0.09999999999999998,0.050000000000000044,0.35,0.4,0.09999999999999998,0.1,-0.1,0.5,-0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.4,-0.35,0.19999999999999996,0.3,0.49999999999999994
657,Tottenham,Chelsea,2023-02-26,13:30:00,Matchweek 25,Sun,Away,L,0,2,0,0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.050000000000000044,0.09999999999999998,0.050000000000000044,0.35,0.4,0.09999999999999998,0.1,-0.1,0.5,-0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.4,-0.35,0.19999999999999996,0.3,0.49999999999999994
658,Tottenham,Crystal Palace,2023-01-04,20:00:00,Matchweek 19,Wed,Home,L,0,4,0,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.25,-0.04999999999999993,-0.25,0.09999999999999998,-0.35,-0.20000000000000007,0.6,0.39999999999999997,0.29999999999999993,-0.44999999999999996,-0.4,-0.2,-0.20000000000000007,0.10000000000000003,0.44999999999999996,0.39999999999999997,0.3
659,Tottenham,Crystal Palace,2023-05-06,15:00:00,Matchweek 35,Sat,Away,L,0,1,0,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.25,-0.04999999999999993,-0.25,0.09999999999999998,-0.35,-0.20000000000000007,0.6,0.39999999999999997,0.29999999999999993,-0.44999999999999996,-0.4,-0.2,-0.20000000000000007,0.10000000000000003,0.44999999999999996,0.39999999999999997,0.3
660,Tottenham,Everton,2022-10-15,17:30:00,Matchweek 11,Sat,Away,L,0,2,0,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.35,-0.39999999999999997,-0.55,-0.04999999999999993,0.050000000000000044,-0.65,0.7000000000000001,0.6499999999999999,-0.25,-0.85,-0.7,0.75,-0.30000000000000004,0.49999999999999994,0.050000000000000044,0.6499999999999999,-0.2
661,Tottenham,Everton,2023-04-03,20:00:00,Matchweek 29,Mon,Home,D,1,1,0,1,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,-0.35,-0.39999999999999997,-0.55,-0.04999999999999993,0.050000000000000044,-0.65,0.7000000000000001,0.6499999999999999,-0.25,-0.85,-0.7,0.75,-0.30000000000000004,0.49999999999999994,0.050000000000000044,0.6499999999999999,-0.2
662,Tottenham,Fulham,2022-09-03,15:00:00,Matchweek 6,Sat,Away,L,1,2,0,0,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.35,-0.6,-0.5,0.25,0.09999999999999998,-0.25,0.19999999999999998,0.39999999999999997,0.15000000000000002,-0.75,-0.7,0.35,0.0,0.14999999999999997,0.44999999999999996,0.55,0.14999999999999997
663,Tottenham,Fulham,2023-01-23,20:00:00,Matchweek 21,Mon,Home,L,0,1,0,1,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.35,-0.6,-0.5,0.25,0.09999999999999998,-0.25,0.19999999999999998,0.39999999999999997,0.15000000000000002,-0.75,-0.7,0.35,0.0,0.14999999999999997,0.44999999999999996,0.55,0.14999999999999997
